,要素ID,項目名,コンテキストID,相対年度,連結・個別,期間・時点,ユニットID,単位,値
145,jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,潜在株式調整後１株当たり当期純利益、経営指標等,CurrentYearDuration_NonConsolidatedMember,当期,その他,期間,JPYPerShares,,－
146,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,自己資本比率、経営指標等,Prior4YearInstant_NonConsolidatedMember,四期前時点,その他,時点,pure,,0.438
147,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,自己資本比率、経営指標等,Prior3YearInstant_NonConsolidatedMember,三期前時点,その他,時点,pure,,0.433
148,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,自己資本比率、経営指標等,Prior2YearInstant_NonConsolidatedMember,前々期末,その他,時点,pure,,0.414
149,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,自己資本比率、経営指標等,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,pure,,0.338
150,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,自己資本比率、経営指標等,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,pure,,0.349
151,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,自己資本利益率、経営指標等,Prior4YearDuration_NonConsolidatedMember,四期前,その他,期間,pure,,0.037
152,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,自己資本利益率、経営指標等,Prior3YearDuration_NonConsolidatedMember,三期前,その他,期間,pure,,0.050
153,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,自己資本利益率、経営指標等,Prior2YearDuration_NonConsolidatedMember,前々期,その他,期間,pure,,0.044
154,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,自己資本利益率、経営指標等,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,pure,,0.005
155,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,自己資本利益率、経営指標等,CurrentYearDuration_NonConsolidatedMember,当期,その他,期間,pure,,-0.014
156,jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,株価収益率、経営指標等,Prior4YearDuration_NonConsolidatedMember,四期前,その他,期間,pure,,18.0
157,jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,株価収益率、経営指標等,Prior3YearDuration_NonConsolidatedMember,三期前,その他,期間,pure,,17.9
158,jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,株価収益率、経営指標等,Prior2YearDuration_NonConsolidatedMember,前々期,その他,期間,pure,,17.6
159,jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,株価収益率、経営指標等,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,pure,,179.0
160,jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,株価収益率、経営指標等,CurrentYearDuration_NonConsolidatedMember,当期,その他,期間,pure,,－
161,jpcrp_cor:PayoutRatioSummaryOfBusinessResults,配当性向、経営指標等,Prior4YearDuration_NonConsolidatedMember,四期前,その他,期間,pure,,1.022
162,jpcrp_cor:PayoutRatioSummaryOfBusinessResults,配当性向、経営指標等,Prior3YearDuration_NonConsolidatedMember,三期前,その他,期間,pure,,0.748
163,jpcrp_cor:PayoutRatioSummaryOfBusinessResults,配当性向、経営指標等,Prior2YearDuration_NonConsolidatedMember,前々期,その他,期間,pure,,1.023
164,jpcrp_cor:PayoutRatioSummaryOfBusinessResults,配当性向、経営指標等,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,pure,,3.145
165,jpcrp_cor:PayoutRatioSummaryOfBusinessResults,配当性向、経営指標等,CurrentYearDuration_NonConsolidatedMember,当期,その他,期間,pure,,－
166,jpcrp_cor:NumberOfEmployees,従業員数,Prior4YearInstant_NonConsolidatedMember,四期前時点,その他,時点,pure,,5102
167,jpcrp_cor:NumberOfEmployees,従業員数,Prior3YearInstant_NonConsolidatedMember,三期前時点,その他,時点,pure,,4910
168,jpcrp_cor:NumberOfEmployees,従業員数,Prior2YearInstant_NonConsolidatedMember,前々期末,その他,時点,pure,,4545
169,jpcrp_cor:NumberOfEmployees,従業員数,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,pure,,4407
170,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,pure,,4269
171,jpcrp_cor:TotalShareholderReturn,株主総利回り,Prior4YearInstant_NonConsolidatedMember,四期前時点,その他,時点,pure,,0.426
172,jpcrp_cor:TotalShareholderReturn,株主総利回り,Prior3YearInstant_NonConsolidatedMember,三期前時点,その他,時点,pure,,0.597
173,jpcrp_cor:TotalShareholderReturn,株主総利回り,Prior2YearInstant_NonConsolidatedMember,前々期末,その他,時点,pure,,0.547
174,jpcrp_cor:TotalShareholderReturn,株主総利回り,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,pure,,0.605
175,jpcrp_cor:TotalShareholderReturn,株主総利回り,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,pure,,0.543
176,jpcrp_cor:TotalReturnOnSharePriceIndex,株価指数における総利回り,Prior4YearInstant_NonConsolidatedMember,四期前時点,その他,時点,pure,,0.905
177,jpcrp_cor:TotalReturnOnSharePriceIndex,株価指数における総利回り,Prior3YearInstant_NonConsolidatedMember,三期前時点,その他,時点,pure,,1.286
178,jpcrp_cor:TotalReturnOnSharePriceIndex,株価指数における総利回り,Prior2YearInstant_NonConsolidatedMember,前々期末,その他,時点,pure,,1.312
179,jpcrp_cor:TotalReturnOnSharePriceIndex,株価指数における総利回り,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,pure,,1.388
180,jpcrp_cor:TotalReturnOnSharePriceIndex,株価指数における総利回り,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,pure,,1.962
181,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant_jpcrp030000-asr_E00989-000DigitalWorkplaceBusinessAndProfessionalPrintBusinessReportableSegmentMember,当期末,その他,時点,pure,,31048
182,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant_jpcrp030000-asr_E00989-000HealthcareBusinessReportableSegmentMember,当期末,その他,時点,pure,,3557
183,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant_jpcrp030000-asr_E00989-000IndustryBusinessReportableSegmentMember,当期末,その他,時点,pure,,3839
184,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant_ReportableSegmentsMember,当期末,その他,時点,pure,,38444
185,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant_OperatingSegmentsNotIncludedInReportableSegmentsAndOtherRevenueGeneratingBusinessActivitiesMember,当期末,その他,時点,pure,,651
186,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant_CorporateSharedMember,当期末,その他,時点,pure,,920
187,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant,当期末,その他,時点,pure,,40015
188,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,pure,,4269
189,jpcrp_cor:AverageAgeYearsInformationAboutReportingCompanyInformationAboutEmployees,平均年齢（年）、提出会社の状況、従業員の状況,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,pure,,46.5
190,jpcrp_cor:AverageLengthOfServiceYearsInformationAboutReportingCompanyInformationAboutEmployees,平均勤続年数（年）、提出会社の状況、従業員の状況,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,pure,,21.3
191,jpcrp_cor:AverageAnnualSalaryInformationAboutReportingCompanyInformationAboutEmployees,平均年間給与、提出会社の状況、従業員の状況,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,JPY,円,7990466
192,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant_NonConsolidatedMember_jpcrp030000-asr_E00989-000DigitalWorkplaceBusinessAndProfessionalPrintBusinessReportableSegmentMember,当期末,その他,時点,pure,,1762
193,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant_NonConsolidatedMember_jpcrp030000-asr_E00989-000HealthcareBusinessReportableSegmentMember,当期末,その他,時点,pure,,381
194,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant_NonConsolidatedMember_jpcrp030000-asr_E00989-000IndustryBusinessReportableSegmentMember,当期末,その他,時点,pure,,1113
195,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant_NonConsolidatedMember_ReportableSegmentsMember,当期末,その他,時点,pure,,3256
196,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant_NonConsolidatedMember_OperatingSegmentsNotIncludedInReportableSegmentsAndOtherRevenueGeneratingBusinessActivitiesMember,当期末,その他,時点,pure,,93
197,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant_NonConsolidatedMember_CorporateSharedMember,当期末,その他,時点,pure,,920
198,jpcrp_cor:NumberOfEmployees,従業員数,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,pure,,4269
199,jpcrp_cor:RatioOfFemaleEmployeesInManagerialPositionsMetricsOfReportingCompany,管理職に占める女性労働者の割合、提出会社の指標,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,pure,,0.106
200,jpcrp_cor:AllEmployeesCalculatedBasedOnProvisionsOfArticle714Item1OfOrdinanceForEnforcementOfActOnChildcareLeaveCaregiverLeaveAndOtherMeasuresForTheWelfareOfWorkersCaringForChildrenOrOtherFamilyMembersRatioOfMaleEmployeesTakingChildcareLeaveMetricsOfReportingCompany,全労働者、育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律施行規則第71条の4第1号における割合を算出、男性労働者の育児休業取得率、提出会社の指標,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,pure,,0.752
201,jpcrp_cor:AllEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfReportingCompany,全労働者、労働者の男女の賃金の差異、提出会社の指標,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,pure,,0.766
202,jpcrp_cor:RegularEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfReportingCompany,正規雇用労働者、労働者の男女の賃金の差異、提出会社の指標,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,pure,,0.765
203,jpcrp_cor:NonRegularEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfReportingCompany,非正規雇用労働者、労働者の男女の賃金の差異、提出会社の指標,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,pure,,0.728
204,jpcrp_cor:RatioOfFemaleEmployeesInManagerialPositionsMetricsOfConsolidatedSubsidiaries,管理職に占める女性労働者の割合、連結子会社の指標,CurrentYearInstant_Row1Member,当期末,その他,時点,pure,,0.065
205,jpcrp_cor:AllEmployeesRatioOfMaleEmployeesTakingChildcareLeaveMetricsOfConsolidatedSubsidiaries,全労働者、男性労働者の育児休業取得率、連結子会社の指標,CurrentYearInstant_Row1Member,当期末,その他,時点,pure,,0.667
206,jpcrp_cor:AllEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,全労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row1Member,当期末,その他,時点,pure,,0.830
207,jpcrp_cor:RegularEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,正規雇用労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row1Member,当期末,その他,時点,pure,,0.839
208,jpcrp_cor:NonRegularEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,非正規雇用労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row1Member,当期末,その他,時点,pure,,0.780
209,jpcrp_cor:RatioOfFemaleEmployeesInManagerialPositionsMetricsOfConsolidatedSubsidiaries,管理職に占める女性労働者の割合、連結子会社の指標,CurrentYearInstant_Row2Member,当期末,その他,時点,pure,,0.019
210,jpcrp_cor:AllEmployeesRatioOfMaleEmployeesTakingChildcareLeaveMetricsOfConsolidatedSubsidiaries,全労働者、男性労働者の育児休業取得率、連結子会社の指標,CurrentYearInstant_Row2Member,当期末,その他,時点,pure,,0.500
211,jpcrp_cor:AllEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,全労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row2Member,当期末,その他,時点,pure,,0.763
212,jpcrp_cor:RegularEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,正規雇用労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row2Member,当期末,その他,時点,pure,,0.803
213,jpcrp_cor:NonRegularEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,非正規雇用労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row2Member,当期末,その他,時点,pure,,0.917
214,jpcrp_cor:RatioOfFemaleEmployeesInManagerialPositionsMetricsOfConsolidatedSubsidiaries,管理職に占める女性労働者の割合、連結子会社の指標,CurrentYearInstant_Row3Member,当期末,その他,時点,pure,,0.092
215,jpcrp_cor:AllEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,全労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row3Member,当期末,その他,時点,pure,,0.651
216,jpcrp_cor:RegularEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,正規雇用労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row3Member,当期末,その他,時点,pure,,0.748
217,jpcrp_cor:NonRegularEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,非正規雇用労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row3Member,当期末,その他,時点,pure,,0.808
218,jpcrp_cor:RatioOfFemaleEmployeesInManagerialPositionsMetricsOfConsolidatedSubsidiaries,管理職に占める女性労働者の割合、連結子会社の指標,CurrentYearInstant_Row4Member,当期末,その他,時点,pure,,0.032
219,jpcrp_cor:AllEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,全労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row4Member,当期末,その他,時点,pure,,0.836
220,jpcrp_cor:RegularEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,正規雇用労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row4Member,当期末,その他,時点,pure,,0.889
221,jpcrp_cor:NonRegularEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,非正規雇用労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row4Member,当期末,その他,時点,pure,,0.759
222,jpcrp_cor:RatioOfFemaleEmployeesInManagerialPositionsMetricsOfConsolidatedSubsidiaries,管理職に占める女性労働者の割合、連結子会社の指標,CurrentYearInstant_Row5Member,当期末,その他,時点,pure,,0.043
223,jpcrp_cor:AllEmployeesRatioOfMaleEmployeesTakingChildcareLeaveMetricsOfConsolidatedSubsidiaries,全労働者、男性労働者の育児休業取得率、連結子会社の指標,CurrentYearInstant_Row5Member,当期末,その他,時点,pure,,0.000
224,jpcrp_cor:AllEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,全労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row5Member,当期末,その他,時点,pure,,0.814
225,jpcrp_cor:RegularEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,正規雇用労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row5Member,当期末,その他,時点,pure,,0.792
226,jpcrp_cor:NonRegularEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,非正規雇用労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row5Member,当期末,その他,時点,pure,,0.632
227,jpcrp_cor:AllEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,全労働者、労働者の男女の賃金の差異、連結子会社の指標,CurrentYearInstant_Row6Member,当期末,その他,時点,pure,,0.805
